fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,class
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,5,0
3.472480137930725,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,0
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,0
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6,0
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,,5,0
10.140732880402314,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,,6,0
9.2,-3.313001232381556,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,5,0
8.303141558247612,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,,5,0
11.6,-8.114599737707202,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,0
8.36367255106807,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,4,0
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,,6,0
7.8,3.2550864110892688,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,5,0
2.181709179346723,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,5,0
6.207582403535951,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,6,0
10.385690655931139,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,6,0
5.464985896428292,2.579448062462797,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,4,0
8.025804737360035,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,5,0
7.5,0.8733370003775396,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,6,0
8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,,5,0
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,5,0
6.8,-2.863399693130203,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3,0
7.68721815252818,0.29289893262568545,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,,5,0
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,5,0
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,6,0
7.2,1.004116485023117,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,6,0
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0
6.422118702359002,3.1781770006375085,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,5,0
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,0
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,5,0
7.1,1.5739607433958582,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,5,0
4.908453492837187,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,5,0
7.4,2.6314038849734995,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,0
7.290961628999287,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,0
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5,0
9.682219510017688,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,,5,0
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,0
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,5,0
3.946472158198728,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5,0
6.876554331542546,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,5,0
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,5,0
4.455106028194768,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,6,0
8.7,0.302607390257855,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,5,0
7.3,4.134445681775755,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,5,0
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7,0
10.024145851471035,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,6,0
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,0
7.622925379486364,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,5,0
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,6,0
4.649401099182411,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,,8,0
8.276796800429532,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,6,0
4.089199355313642,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,7,0
8.2,2.1351902323303253,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6,0
2.899513405618781,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,0
8.1,-3.2707992121024727,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,7,0
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,0
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,6,0
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,,6,0
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,6,0
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,5,0
5.619599410444659,4.487661102968725,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,0
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5,0
10.0,3.9967145681454093,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,0
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,,7,0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,0
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,5,0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,5,0
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5,0
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,6,0
3.1996622873278007,1.9264242111588255,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,4,0
12.37201275199942,1.1021531149623949,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6,0
6.100645006152213,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6,0
9.098675367954437,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,6,0
5.091095740132235,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5,0
7.8,5.615834706634976,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,5,0
7.9,-4.719938598816222,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,5,0
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,,5,0
7.6,4.153673572178953,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,,6,0
8.178601237289659,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,,6,0
3.0217539972060528,-1.0286200957230527,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,7,0
10.317683783285268,3.825532339231157,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,6,0
10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,,6,0
10.158553929606846,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,3.15,0.65,,5,0
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,5,0
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,5,0
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,,6,0
14.183416009279775,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,,7,0
9.291275863940495,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6,0
5.12128795701218,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5,0
8.955146890951543,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,5,0
13.714523411455623,1.031127541507129,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,6,0
7.4,-2.9437780702247145,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,,6,0
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,5,0
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,5,0
6.9,-0.9095594301070741,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,5,0
2.3110917285471153,3.445187219497896,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,8,0
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,7,0
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,,7,0
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,7,0
7.6,-0.1406236439596199,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5,0
9.172553872293818,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,,6,0
5.789307322660119,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,6,0
4.7487353185741465,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,,6,0
7.6,-1.3744562441543156,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,5,0
8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,,5,0
6.901729905010376,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7,0
6.4,0.42,0.09,2.3,0.054,34.0,64.0,0.99724,3.41,0.68,10.4,6,0
6.2,0.785,0.0,2.1,0.06,6.0,13.0,0.99664,3.59,0.61,10.0,4,0
2.887303203220271,0.64,0.03,2.3,0.075,14.0,31.0,0.99545,3.36,0.58,10.4,6,0
11.111868160650037,-1.2545161733850612,0.01,2.4,0.076,14.0,39.0,0.99522,3.34,0.53,10.8,6,0
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5,0
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,,5,0
7.3,2.4067422667013716,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7,0
2.432174204570143,6.29190509041989,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,,4,0
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,7,0
6.699361571132503,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,,3,0
10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.99578,2.88,0.47,9.7,5,0
9.837491775282093,-5.7226501119088455,0.08,3.75,0.067,8.0,16.0,0.99334,3.43,0.52,12.6,5,0
7.509445428562442,8.752053342029862,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6,0
6.1,1.2112386869283944,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5,0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,,5,0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.5666666666667,7,0
9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75,,5,0
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.6,7,0
7.1,2.6156724058964818,0.05,5.7,0.082,3.0,14.0,0.99808,3.4,0.52,10.2,3,0
8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5,0
5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,4,0
5.261817499291692,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,5,0
7.2,-0.7287852414422188,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,,4,0
4.053973030878127,0.33,0.44,1.5,0.042,6.0,12.0,0.99542,3.35,0.61,,5,0
6.8,0.899454625429519,0.06,2.0,0.06,4.0,11.0,0.99592,3.53,0.64,10.9,4,0
6.310002411916654,1.232539036393323,0.16,2.1,0.074,8.0,25.0,0.99606,3.37,0.55,9.7,5,0
6.8,-2.467287977011106,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5,0
6.0,-1.777044314772588,0.05,1.9,0.066,9.0,17.0,0.99496,3.52,0.78,10.6,5,0
5.6,4.09370262267376,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,,5,0
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,6,0
4.8289113024486,-4.437040536077665,0.49,1.8,0.039,8.0,18.0,0.99344,3.39,0.56,12.4,6,0
5.6,0.54,0.04,1.7,0.049,5.0,13.0,0.9942,3.72,0.58,11.4,5,0
6.2,0.65,0.06,1.6,0.05,6.0,18.0,0.99348,3.57,0.54,11.95,5,0
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5,0
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,7,0
7.0,0.43,0.02,1.9,0.08,15.0,28.0,0.99492,3.35,0.81,10.6,6,0
7.7,1.8631173099406215,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,5,0
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6,0
7.215693275108934,0.895,0.04,2.3,0.068,7.0,13.0,0.99582,3.53,0.58,10.8,6,0
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6,0
7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,5,0
7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,5,0
3.095646556827461,0.585,0.18,2.4,0.078,15.0,60.0,0.99638,3.31,0.54,9.8,5,0
6.2,0.44,0.39,2.5,0.077,6.0,14.0,0.99555,3.51,0.69,11.0,6,0
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6,0
6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63,9.95,3,0
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,6,0
7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6,0
9.539107210662866,0.27,0.6,2.1,0.074,17.0,25.0,0.99814,3.38,0.72,10.6,6,0
7.9,0.18,0.4,1.8,0.062,7.0,20.0,0.9941,3.28,0.7,11.1,5,0
6.746648569493394,-0.7515507281075534,0.21,2.2,0.047,26.0,48.0,0.99661,3.47,0.77,9.7,6,0
7.66950918305743,-2.1921214484267266,0.04,2.1,0.068,19.0,27.0,0.99712,3.44,0.67,9.8,5,0
6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.99588,3.53,0.65,10.4,6,0
6.4,6.475795555908201,0.15,1.8,0.078,17.0,65.0,0.99294,3.33,0.6,10.5,6,0
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6,0
11.22323033472005,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,,6,0
4.786613504884402,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,,5,0
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6,0
5.222549915800329,0.47,0.46,2.2,0.114,7.0,20.0,0.99647,3.32,0.63,10.5,5,0
4.95670911495938,0.7,0.08,2.6,0.106,14.0,27.0,0.99665,3.44,0.58,10.2,5,0
5.922420291430226,-2.3335076837843136,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,6,0
6.9,0.48,0.2,1.9,0.082,9.0,23.0,0.99585,3.39,0.43,,4,0
6.1,-3.0703059992034145,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5,0
6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5,0
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6,0
6.427105315626014,0.48,0.08,2.1,0.064,18.0,34.0,0.99552,3.33,0.64,9.7,5,0
4.30790679019468,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,6,0
7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,6,0
1.8307442409008239,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67,10.1,6,0
5.417212997362885,0.69,0.08,2.1,0.063,42.0,52.0,0.99608,3.42,0.6,10.2,6,0
7.679476998860669,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,6,0
6.508774918760476,0.1440818894383914,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5,0
7.2,0.53,0.13,2.0,0.058,18.0,22.0,0.99573,3.21,0.68,9.9,6,0
8.0,-1.9156759023063041,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,5,0
10.19866340947748,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7,0
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,,6,0
6.1,0.549141970983646,0.08,1.9,0.077,24.0,45.0,0.99528,3.6,0.68,10.3,6,0
5.4,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,6,0
6.2,1.1061978899541711,0.09,2.5,0.081,15.0,26.0,0.99538,3.57,0.63,12.0,5,0
7.2,1.0939741969047798,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,,5,0
6.2,0.14832745826931004,0.08,4.4,0.071,11.0,32.0,0.99646,3.56,0.63,11.6,6,0
13.266459631891365,-1.8564851092766754,0.29,2.2,0.054,19.0,49.0,0.99666,3.4,0.76,,7,0
8.978001314375405,0.855,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,6,0
15.247561927224677,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,,6,0
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7,0
8.800322876789359,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6,0
12.129697767782151,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,,5,0
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5,0
16.752560902873803,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5,0
10.25349551233678,2.2902091280379913,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8,0
9.219140439273755,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,,5,0
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5,0
5.684303484187898,0.3449217004875678,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6,0
7.175988157108271,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5,0
5.586488005949214,-0.6318519361649357,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6,0
7.0,4.999981097292567,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7,0
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5,0
6.6,0.4910641188256467,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6,0
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5,0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,,5,0
7.8,3.875959804489773,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,0
7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,0
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6,0
8.563754832685166,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6,0
5.038955887921954,4.375515341328172,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,0
7.0,4.423018506277378,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5,0
6.2,2.5834734243333015,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6,0
6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6,0
6.4,0.37809950937270587,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,,6,0
7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5,0
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6,0
5.0266813706602695,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6,0
0.43449034446510026,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6,0
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6,0
6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,,6,0
6.8,0.47787492804692305,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6,0
6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,,5,0
7.4,-0.38236035544986624,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6,0
11.36926968431753,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,,5,0
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5,0
5.538576252241045,-6.040687010039377,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5,0
6.7,2.476420417243587,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7,0
7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,,6,0
8.866741312009731,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6,0
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6,0
11.573360084134208,1.3933966991552373,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,6,0
7.500880312323539,3.2015727986258824,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5,0
10.633031106280294,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6,0
1.6747865635458998,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6,0
6.3,0.15899534558410833,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,0
6.8,2.6144754858605763,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,,6,0
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,,5,0
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6,0
13.492129768793106,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,0
9.161330595466296,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5,0
6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,,6,0
7.627607477459923,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,1
6.3,-3.832521188584333,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,1
12.375237997876336,-3.2277968277847098,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,1
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,1
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,,6,1
4.594095342031883,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,1
5.334155363691519,-7.108634799164145,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,,6,1
7.0,-0.13304758749487844,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,1
10.632751189207138,-2.017576763335801,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,1
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,,6,1
8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,1
2.998819457315106,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,1
7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,1
6.6,-2.5501456255112593,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,7,1
9.981373324876415,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,1
6.6,1.1739571338959234,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,1
7.896528479535462,-0.7965215825928855,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,1
12.107677450466488,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,1
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,,6,1
6.5,-3.989273020410988,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,1
1.4511337408332912,8.294300318256294,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,,8,1
11.2288931710949,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,1
6.8,0.14896813853577243,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,1
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,,5,1
4.921587770553291,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,1
